tipo_contacto,agente_accion,fecha_accion,NOME,SUPERVISOR,Total
nct,EXT_CRISLAIJ,2026-02-18,,,2
nct,EXT_CRISLAIJ,2026-02-19,,,6
nct,EXT_DAVPA,2026-02-13,,,27
nct,EXT_DAVPA,2026-02-16,,,19
nct,EXT_DAVPA,2026-02-18,,,65
nct,EXT_DAVPA,2026-02-19,,,19
nct,EXT_DAVPA,2026-02-20,,,14
nct,EXT_DAVPA,2026-02-23,,,24
nct,EXT_DAYP,2026-02-14,,,2
nct,EXT_DAYP,2026-02-18,,,1
nct,EXT_DAYP,2026-02-19,,,7
nct,EXT_DAYP,2026-02-20,,,9
nct,EXT_DAYP,2026-02-21,,,16
nct,EXT_DEBA,2026-02-13,,,210
nct,EXT_DEBA,2026-02-14,,,171
nct,EXT_DEBA,2026-02-18,,,144
nct,EXT_DEBA,2026-02-19,,,161
nct,EXT_DEBA,2026-02-20,,,1
nct,EXT_DEBA,2026-02-21,,,18
nct,EXT_DEBA,2026-02-23,,,1
nct,EXT_EDDELIRA,2026-02-18,,,1
nct,EXT_EDDELIRA,2026-02-20,,,25
nct,EXT_EDDELIRA,2026-02-21,,,34
nct,EXT_EDISJUNI,2026-02-13,,,155
nct,EXT_EDISJUNI,2026-02-14,,,156
nct,EXT_EDISJUNI,2026-02-18,,,99
nct,EXT_EDISJUNI,2026-02-19,,,95
nct,EXT_EDISJUNI,2026-02-20,,,2
nct,EXT_EDISJUNI,2026-02-21,,,1
nct,EXT_ELINALDS,2026-02-13,,,1
nct,EXT_ELINALDS,2026-02-14,,,2
nct,EXT_ELINALDS,2026-02-19,,,3
nct,EXT_ELINALDS,2026-02-20,,,1
nct,EXT_ELINALDS,2026-02-23,,,9
nct,EXT_EMO,2026-02-13,,,14
nct,EXT_EMO,2026-02-14,,,22
nct,EXT_EMO,2026-02-18,,,20
nct,EXT_EMO,2026-02-19,,,32
nct,EXT_ESTEPMAC,2026-02-13,,,17
nct,EXT_ESTEPMAC,2026-02-16,,,14
nct,EXT_ESTEPMAC,2026-02-18,,,47
nct,EXT_ESTEPMAC,2026-02-19,,,21
nct,EXT_FEKAIC,2026-02-13,,,161
nct,EXT_FEKAIC,2026-02-14,,,132
nct,EXT_FEKAIC,2026-02-18,,,22
nct,EXT_FEKAIC,2026-02-19,,,20
nct,EXT_FRKAUANY,2026-02-20,,,22
nct,EXT_GBILPERE,2026-02-13,,,43
nct,EXT_GBILPERE,2026-02-18,,,99
nct,EXT_GBILPERE,2026-02-19,,,50
nct,EXT_GBILPERE,2026-02-20,,,22
nct,EXT_GIANMEND,2026-02-13,,,91
nct,EXT_GIANMEND,2026-02-14,,,131
nct,EXT_GIANMEND,2026-02-19,,,28
nct,EXT_GIBRIERE,2026-02-20,,,58
nct,EXT_GIOG,2026-02-13,,,117
nct,EXT_GIOG,2026-02-14,,,78
nct,EXT_GIOG,2026-02-18,,,119
nct,EXT_GIOG,2026-02-19,,,101
nct,EXT_GIOO,2026-02-13,,,10
nct,EXT_GIOO,2026-02-14,,,1
nct,EXT_GIOO,2026-02-18,,,55
nct,EXT_GIOO,2026-02-19,,,23
nct,EXT_GIOO,2026-02-21,,,90
nct,EXT_GRAZIELG,2026-02-13,,,102
nct,EXT_GRAZIELG,2026-02-14,,,124
nct,EXT_GRAZIELG,2026-02-16,,,133
nct,EXT_GRAZIELG,2026-02-18,,,120
nct,EXT_GRAZIELG,2026-02-19,,,125
nct,EXT_GRAZIELG,2026-02-20,,,8
nct,EXT_GRAZIELG,2026-02-21,,,7
nct,EXT_GRAZIELG,2026-02-23,,,2
nct,EXT_GUILHEC,2026-02-13,,,102
nct,EXT_GUILHEC,2026-02-14,,,123
nct,EXT_GUILHEC,2026-02-18,,,174
nct,EXT_GUILHEC,2026-02-19,,,121
nct,EXT_GUILHEC,2026-02-21,,,3
nct,EXT_HERIOGAB,2026-02-13,,,2
nct,EXT_HERIOGAB,2026-02-14,,,5
nct,EXT_HERIOGAB,2026-02-16,,,19
nct,EXT_HERIOGAB,2026-02-18,,,14
nct,EXT_HERIOGAB,2026-02-19,,,34
nct,EXT_HERIOGAB,2026-02-20,,,10
nct,EXT_HERIOGAB,2026-02-21,,,25
nct,EXT_HUBOTELH,2026-02-13,,,155
nct,EXT_HUBOTELH,2026-02-14,,,81
nct,EXT_HUBOTELH,2026-02-18,,,89
nct,EXT_HUBOTELH,2026-02-19,,,96
nct,EXT_HUBOTELH,2026-02-20,,,2
nct,EXT_IGSO,2026-02-13,,,141
nct,EXT_IGSO,2026-02-14,,,143
nct,EXT_IGSO,2026-02-18,,,105
nct,EXT_IGSO,2026-02-19,,,107
nct,EXT_IGSO,2026-02-21,,,3
nct,EXT_IGSO,2026-02-23,,,4
nct,EXT_INCARDOZ,2026-02-13,,,108
nct,EXT_INCARDOZ,2026-02-14,,,148
nct,EXT_INCARDOZ,2026-02-18,,,102
nct,EXT_INCARDOZ,2026-02-19,,,94
nct,EXT_ISAVAZ,2026-02-16,,,1
nct,EXT_JANAGUIA,2026-02-13,,,95
nct,EXT_JANAGUIA,2026-02-14,,,139
nct,EXT_JANAGUIA,2026-02-18,,,108
nct,EXT_JANAGUIA,2026-02-19,,,121
nct,EXT_JANAGUIA,2026-02-20,,,51
nct,EXT_JANAGUIA,2026-02-21,,,61
nct,EXT_JAQVERAS,2026-02-13,,,5
nct,EXT_JAQVERAS,2026-02-14,,,1
nct,EXT_JAQVERAS,2026-02-18,,,6
nct,EXT_JAQVERAS,2026-02-19,,,13
nct,EXT_JAQVERAS,2026-02-20,,,11
nct,EXT_JHENIFSO,2026-02-13,,,224
nct,EXT_JHENIFSO,2026-02-14,,,135
nct,EXT_JHENIFSO,2026-02-18,,,147
nct,EXT_JHENIFSO,2026-02-19,,,18
nct,EXT_JHENIFSO,2026-02-20,,,123
nct,EXT_JHENIFSO,2026-02-21,,,89
nct,EXT_JOAAL,2026-02-13,,,3
nct,EXT_JOAAL,2026-02-14,,,7
nct,EXT_JOAAL,2026-02-16,,,9
nct,EXT_JOAAL,2026-02-20,,,3
nct,EXT_JOAAL,2026-02-21,,,2
nct,EXT_JOAFE,2026-02-13,,,68
nct,EXT_JOAFE,2026-02-16,,,65
nct,EXT_JOAFE,2026-02-18,,,88
nct,EXT_JOAFE,2026-02-19,,,82
nct,EXT_JOIGOULA,2026-02-13,,,71
nct,EXT_JOIGOULA,2026-02-14,,,52
nct,EXT_JOIGOULA,2026-02-18,,,119
nct,EXT_JOIGOULA,2026-02-19,,,120
nct,EXT_JOIGOULA,2026-02-20,,,5
nct,EXT_JOIGOULA,2026-02-23,,,6
nct,EXT_JOSIAAND,2026-02-13,,,160
nct,EXT_JOSIAAND,2026-02-18,,,26
nct,EXT_JOSIAAND,2026-02-19,,,33
nct,EXT_JOSIAAND,2026-02-20,,,2
nct,EXT_JOSIAAND,2026-02-21,,,1
nct,EXT_JOSUMOUR,2026-02-13,,,4
nct,EXT_JOSUMOUR,2026-02-18,,,119
nct,EXT_JOSUMOUR,2026-02-19,,,11
nct,EXT_JULGRACA,2026-02-13,,,54
nct,EXT_JULGRACA,2026-02-14,,,47
nct,EXT_JULGRACA,2026-02-18,,,30
nct,EXT_JULGRACA,2026-02-19,,,21
nct,EXT_JULGRACA,2026-02-20,,,1
nct,EXT_JULGRACA,2026-02-21,,,7
nct,EXT_JULGRACA,2026-02-23,,,5
nct,EXT_JULIAAR,2026-02-20,,,1
nct,EXT_JULLYSSA,2026-02-13,,,147
nct,EXT_JULLYSSA,2026-02-16,,,173
nct,EXT_JULLYSSA,2026-02-18,,,100
nct,EXT_JULLYSSA,2026-02-19,,,112
nct,EXT_KARICSIL,2026-02-13,,,124
nct,EXT_KARICSIL,2026-02-14,,,114
nct,EXT_KARICSIL,2026-02-18,,,17
nct,EXT_KARICSIL,2026-02-19,,,23
nct,EXT_KAUSO,2026-02-19,,,8
nct,EXT_KAUSO,2026-02-20,,,8
nct,EXT_KAYMATEU,2026-02-13,,,69
nct,EXT_KAYMATEU,2026-02-14,,,100
nct,EXT_KAYMATEU,2026-02-18,,,32
nct,EXT_KAYMATEU,2026-02-19,,,56
nct,EXT_KEVEBARB,2026-02-13,,,122
nct,EXT_KEVEBARB,2026-02-14,,,104
nct,EXT_KEVEBARB,2026-02-19,,,169
nct,EXT_KEVEBARB,2026-02-20,,,14
nct,EXT_KEVEBARB,2026-02-23,,,4
nct,EXT_LAURAMAC,2026-02-13,,,120
nct,EXT_LAURAMAC,2026-02-14,,,116
nct,EXT_LAURAMAC,2026-02-18,,,136
nct,EXT_LAURAMAC,2026-02-19,,,85
nct,EXT_LAURAMAC,2026-02-21,,,33
nct,EXT_LAURAMAC,2026-02-23,,,3
nct,EXT_LEOSIA,2026-02-18,,,58
nct,EXT_LEOSIA,2026-02-19,,,134
nct,EXT_LEOSIA,2026-02-20,,,132
nct,EXT_LEOSIA,2026-02-21,,,151
nct,EXT_LETHONOR,2026-02-23,,,1
nct,EXT_LETICO,2026-02-13,,,111
nct,EXT_LETICO,2026-02-14,,,113
nct,EXT_LETICO,2026-02-18,,,133
nct,EXT_LETICO,2026-02-19,,,96
nct,EXT_LETICO,2026-02-20,,,7
nct,EXT_LETICO,2026-02-21,,,54
nct,EXT_LETICO,2026-02-23,,,49
nct,EXT_LILAISA,2026-02-13,,,135
nct,EXT_LILAISA,2026-02-14,,,172
nct,EXT_LILAISA,2026-02-18,,,147
nct,EXT_LILAISA,2026-02-19,,,149
nct,EXT_LILAISA,2026-02-20,,,100
nct,EXT_LILAISA,2026-02-21,,,111
nct,EXT_LILAISA,2026-02-23,,,29
nct,EXT_LOFREIRE,2026-02-13,,,135
nct,EXT_LOFREIRE,2026-02-14,,,119
nct,EXT_LOFREIRE,2026-02-18,,,137
nct,EXT_LOFREIRE,2026-02-19,,,46
nct,EXT_LOHAFEIT,2026-02-20,,,5
nct,EXT_LORRACAS,2026-02-16,,,24
nct,EXT_LUARLINO,2026-02-20,,,12
nct,EXT_LUAVARAN,2026-02-13,,,114
nct,EXT_LUAVARAN,2026-02-14,,,119
nct,EXT_LUAVARAN,2026-02-18,,,112
nct,EXT_LUAVARAN,2026-02-19,,,127
nct,EXT_LUAVARAN,2026-02-20,,,62
nct,EXT_LUAVARAN,2026-02-21,,,85
nct,EXT_LUCMAT,2026-02-13,,,58
nct,EXT_LUCMAT,2026-02-14,,,70
nct,EXT_LUCMAT,2026-02-18,,,25
nct,EXT_LUIZN,2026-02-14,,,140
nct,EXT_LUIZN,2026-02-18,,,149
nct,EXT_LUIZN,2026-02-19,,,192
nct,EXT_LUIZN,2026-02-20,,,36
nct,EXT_LUIZN,2026-02-21,,,36
nct,EXT_MAIZADOR,2026-02-19,,,2
nct,EXT_MAIZADOR,2026-02-20,,,5
nct,EXT_MAIZADOR,2026-02-23,,,5
nct,EXT_MALODANI,2026-02-13,,,200
nct,EXT_MALODANI,2026-02-19,,,203
nct,EXT_MARANNA,2026-02-13,,,165
nct,EXT_MARANNA,2026-02-14,,,166
nct,EXT_MARANNA,2026-02-18,,,21
nct,EXT_MARANNA,2026-02-19,,,19
nct,EXT_MARCUAMA,2026-02-13,,,88
nct,EXT_MARCUAMA,2026-02-14,,,137
nct,EXT_MARCUAMA,2026-02-18,,,115
nct,EXT_MARCUAMA,2026-02-19,,,80
nct,EXT_MARCUAMA,2026-02-20,,,36
nct,EXT_MARCUAMA,2026-02-21,,,19
nct,EXT_MARCUAMA,2026-02-23,,,3
nct,EXT_MARIFR,2026-02-13,,,127
nct,EXT_MARIFR,2026-02-14,,,141
nct,EXT_MARIFR,2026-02-18,,,112
nct,EXT_MARIFR,2026-02-19,,,165
nct,EXT_MATHEMO,2026-02-19,,,2
nct,EXT_MAYLRODR,2026-02-19,,,4
nct,EXT_MELQALVE,2026-02-13,,,77
nct,EXT_MELQALVE,2026-02-14,,,54
nct,EXT_MELQALVE,2026-02-18,,,39
nct,EXT_MELQALVE,2026-02-19,,,55
nct,EXT_MELQALVE,2026-02-20,,,17
nct,EXT_MELQALVE,2026-02-21,,,21
nct,EXT_MELQALVE,2026-02-23,,,8
nct,EXT_MIRANVIN,2026-02-13,,,4
nct,EXT_MYCBEZER,2026-02-13,,,87
nct,EXT_MYCBEZER,2026-02-16,,,162
nct,EXT_MYCBEZER,2026-02-18,,,63
nct,EXT_MYCBEZER,2026-02-19,,,82
nct,EXT_NEVITOR,2026-02-13,,,88
nct,EXT_NEVITOR,2026-02-14,,,43
nct,EXT_NEVITOR,2026-02-16,,,61
nct,EXT_NEVITOR,2026-02-18,,,36
nct,EXT_NEVITOR,2026-02-19,,,12
nct,EXT_NEVITOR,2026-02-20,,,3
nct,EXT_NIMEIRA,2026-02-13,,,147
nct,EXT_NIMEIRA,2026-02-14,,,168
nct,EXT_NIMEIRA,2026-02-18,,,126
nct,EXT_NIMEIRA,2026-02-19,,,92
nct,EXT_NIMEIRA,2026-02-20,,,2
nct,EXT_NIMEIRA,2026-02-21,,,3
nct,EXT_NIMEIRA,2026-02-23,,,1
nct,EXT_NUBIANSI,2026-02-13,,,141
nct,EXT_NUBIANSI,2026-02-14,,,149
nct,EXT_NUBIANSI,2026-02-18,,,119
nct,EXT_NUBIANSI,2026-02-19,,,134
nct,EXT_NUBIANSI,2026-02-20,,,35
nct,EXT_NUBIANSI,2026-02-21,,,77
nct,EXT_OLIVERAY,2026-02-13,,,11
nct,EXT_OLIVERAY,2026-02-16,,,6
nct,EXT_OLIVERAY,2026-02-18,,,43
nct,EXT_OLIVERAY,2026-02-19,,,35
nct,EXT_PACO,2026-02-20,,,25
nct,EXT_PAULASSU,2026-02-13,,,75
nct,EXT_PAULASSU,2026-02-14,,,147
nct,EXT_PAULASSU,2026-02-18,,,76
nct,EXT_PAULASSU,2026-02-19,,,73
nct,EXT_PAULASSU,2026-02-20,,,7
nct,EXT_PAULASSU,2026-02-21,,,5
nct,EXT_PEDRO,2026-02-13,,,64
nct,EXT_PEDRO,2026-02-14,,,152
nct,EXT_PEDRO,2026-02-20,,,3
nct,EXT_PEDRO,2026-02-21,,,2
nct,EXT_PEDRO,2026-02-23,,,9
nct,EXT_PEEMERIC,2026-02-13,,,10
nct,EXT_PEEMERIC,2026-02-16,,,16
nct,EXT_PEEMERIC,2026-02-19,,,13
nct,EXT_PERESUEL,2026-02-13,,,146
nct,EXT_PERESUEL,2026-02-14,,,137
nct,EXT_PERESUEL,2026-02-18,,,195
nct,EXT_PERESUEL,2026-02-19,,,120
nct,EXT_PERESUEL,2026-02-20,,,92
nct,EXT_PERESUEL,2026-02-21,,,52
nct,EXT_PERESUEL,2026-02-23,,,20
nct,EXT_QUA,2026-02-13,,,117
nct,EXT_QUA,2026-02-14,,,79
nct,EXT_QUA,2026-02-18,,,26
nct,EXT_QUA,2026-02-19,,,19
nct,EXT_RAITAVAR,2026-02-18,,,23
nct,EXT_RAITAVAR,2026-02-20,,,12
nct,EXT_RAITAVAR,2026-02-21,,,22
nct,EXT_RIASILV,2026-02-13,,,197
nct,EXT_RIASILV,2026-02-14,,,236
nct,EXT_RIASILV,2026-02-18,,,224
nct,EXT_RIASILV,2026-02-19,,,129
nct,EXT_RIASILV,2026-02-20,,,64
nct,EXT_RIASILV,2026-02-23,,,48
nct,EXT_RODRJU,2026-02-20,,,21
nct,EXT_RONSAMUE,2026-02-20,,,2
nct,EXT_SAELOISA,2026-02-20,,,28
nct,EXT_SAMUO,2026-02-18,,,3
nct,EXT_SANLUDMI,2026-02-13,,,3
nct,EXT_SANLUDMI,2026-02-14,,,6
nct,EXT_SANLUDMI,2026-02-19,,,1
nct,EXT_SANTDI,2026-02-13,,,112
nct,EXT_SANTDI,2026-02-14,,,140
nct,EXT_SANTDI,2026-02-18,,,9
nct,EXT_SANTDI,2026-02-19,,,11
nct,EXT_SANTLE,2026-02-13,,,154
nct,EXT_SANTLE,2026-02-14,,,157
nct,EXT_SANTLE,2026-02-18,,,156
nct,EXT_SANTLE,2026-02-19,,,169
nct,EXT_SANTLE,2026-02-20,,,1
nct,EXT_SANTLE,2026-02-21,,,8
nct,EXT_SARPASSO,2026-02-13,,,24
nct,EXT_SARPASSO,2026-02-18,,,51
nct,EXT_SARPASSO,2026-02-19,,,46
nct,EXT_SILELIEN,2026-02-13,,,80
nct,EXT_SILELIEN,2026-02-14,,,105
nct,EXT_SILELIEN,2026-02-18,,,46
nct,EXT_SILELIEN,2026-02-19,,,38
nct,EXT_SILELIEN,2026-02-21,,,1
nct,EXT_SILSILV,2026-02-13,,,45
nct,EXT_SILSILV,2026-02-14,,,130
nct,EXT_SILSILV,2026-02-18,,,101
nct,EXT_SILSILV,2026-02-19,,,129
nct,EXT_SISOEMIL,2026-02-20,,,1
nct,EXT_SOPHSILV,2026-02-13,,,1
nct,EXT_SOPHSILV,2026-02-18,,,1
nct,EXT_SOPHSILV,2026-02-20,,,8
nct,EXT_SOPHSILV,2026-02-21,,,22
nct,EXT_SOPHSILV,2026-02-23,,,8
nct,EXT_SOTHALYT,2026-02-13,,,85
nct,EXT_SOTHALYT,2026-02-16,,,171
nct,EXT_SOTHALYT,2026-02-18,,,77
nct,EXT_SOTHALYT,2026-02-19,,,106
nct,EXT_SOTHALYT,2026-02-20,,,3
nct,EXT_SOUDAV,2026-02-20,,,4
nct,EXT_SOUSBARB,2026-02-13,,,81
nct,EXT_SOUSBARB,2026-02-14,,,68
nct,EXT_SOUSBARB,2026-02-18,,,63
nct,EXT_SOUSBARB,2026-02-19,,,67
nct,EXT_SOUSBARB,2026-02-20,,,1
nct,EXT_SOUSBARB,2026-02-21,,,3
nct,EXT_STELASOU,2026-02-13,,,143
nct,EXT_STELASOU,2026-02-16,,,226
nct,EXT_STELASOU,2026-02-18,,,108
nct,EXT_STELASOU,2026-02-20,,,5
nct,EXT_TALITS,2026-02-13,,,167
nct,EXT_TALITS,2026-02-14,,,184
nct,EXT_TALITS,2026-02-18,,,16
nct,EXT_TALITS,2026-02-19,,,22
nct,EXT_TAMYSOUS,2026-02-13,,,3
nct,EXT_TAMYSOUS,2026-02-14,,,5
nct,EXT_TAMYSOUS,2026-02-18,,,1
nct,EXT_TAMYSOUS,2026-02-20,,,1
nct,EXT_TAMYSOUS,2026-02-21,,,3
nct,EXT_TAMYSOUS,2026-02-23,,,1
nct,EXT_TAVA,2026-02-14,,,73
nct,EXT_TAVA,2026-02-18,,,65
nct,EXT_TAVA,2026-02-19,,,58
nct,EXT_THEFERRE,2026-02-14,,,134
nct,EXT_THEFERRE,2026-02-18,,,138
nct,EXT_THEFERRE,2026-02-19,,,101
nct,EXT_THEFERRE,2026-02-20,,,2
nct,EXT_THEFERRE,2026-02-21,,,1
nct,EXT_THEFERRE,2026-02-23,,,3
nct,EXT_VALQUCAR,2026-02-13,,,87
nct,EXT_VALQUCAR,2026-02-14,,,78
nct,EXT_VALQUCAR,2026-02-18,,,134
nct,EXT_VALQUCAR,2026-02-19,,,166
nct,EXT_VALQUCAR,2026-02-20,,,28
nct,EXT_VICEFRAN,2026-02-18,,,29
nct,EXT_VICEFRAN,2026-02-19,,,8
nct,EXT_VICEFRAN,2026-02-20,,,1
nct,EXT_VIEM,2026-02-16,,,1
nct,EXT_VIEM,2026-02-21,,,9
nct,EXT_YASDAMAS,2026-02-13,,,129
nct,EXT_YASDAMAS,2026-02-14,,,126
nct,EXT_YASDAMAS,2026-02-18,,,15
nct,EXT_YASDAMAS,2026-02-19,,,10
nct,EXT_YUSI,2026-02-20,,,39
